Trade,PaperType,PaperDurationMinutes,PaperTotalQuestions,PaperTotalMarks,Question,OptionA,OptionB,OptionC,OptionD,CorrectAnswer,Marks
OCC CL-2,WP-I,25,100,100,OCC CL-2 WP-I practice question 006,OCC CL-2 WP-I topic 2 - Concept overview,OCC CL-2 WP-I topic 2 - Applied example,OCC CL-2 WP-I topic 2 - Field scenario,OCC CL-2 WP-I topic 2 - Troubleshooting step,B,1.00
OCC CL-2,WP-I,25,100,100,OCC CL-2 WP-I practice question 007,OCC CL-2 WP-I topic 2 - Concept overview,OCC CL-2 WP-I topic 2 - Applied example,OCC CL-2 WP-I topic 2 - Field scenario,OCC CL-2 WP-I topic 2 - Troubleshooting step,C,1.00
OCC CL-2,WP-I,25,100,100,OCC CL-2 WP-I practice question 008,OCC CL-2 WP-I topic 2 - Concept overview,OCC CL-2 WP-I topic 2 - Applied example,OCC CL-2 WP-I topic 2 - Field scenario,OCC CL-2 WP-I topic 2 - Troubleshooting step,D,1.00
OCC CL-2,WP-I,25,100,100,OCC CL-2 WP-I practice question 009,OCC CL-2 WP-I topic 2 - Concept overview,OCC CL-2 WP-I topic 2 - Applied example,OCC CL-2 WP-I topic 2 - Field scenario,OCC CL-2 WP-I topic 2 - Troubleshooting step,A,1.00
OCC CL-2,WP-I,25,100,100,OCC CL-2 WP-I practice question 010,OCC CL-2 WP-I topic 2 - Concept overview,OCC CL-2 WP-I topic 2 - Applied example,OCC CL-2 WP-I topic 2 - Field scenario,OCC CL-2 WP-I topic 2 - Troubleshooting step,B,1.00
OCC CL-2,WP-I,25,100,100,OCC CL-2 WP-I practice question 011,OCC CL-2 WP-I topic 3 - Concept overview,OCC CL-2 WP-I topic 3 - Applied example,OCC CL-2 WP-I topic 3 - Field scenario,OCC CL-2 WP-I topic 3 - Troubleshooting step,C,1.00
OCC CL-2,WP-I,25,100,100,OCC CL-2 WP-I practice question 012,OCC CL-2 WP-I topic 3 - Concept overview,OCC CL-2 WP-I topic 3 - Applied example,OCC CL-2 WP-I topic 3 - Field scenario,OCC CL-2 WP-I topic 3 - Troubleshooting step,D,1.00
OCC CL-2,WP-I,25,100,100,OCC CL-2 WP-I practice question 013,OCC CL-2 WP-I topic 3 - Concept overview,OCC CL-2 WP-I topic 3 - Applied example,OCC CL-2 WP-I topic 3 - Field scenario,OCC CL-2 WP-I topic 3 - Troubleshooting step,A,1.00
OCC CL-2,WP-I,25,100,100,OCC CL-2 WP-I practice question 014,OCC CL-2 WP-I topic 3 - Concept overview,OCC CL-2 WP-I topic 3 - Applied example,OCC CL-2 WP-I topic 3 - Field scenario,OCC CL-2 WP-I topic 3 - Troubleshooting step,B,1.00
OCC CL-2,WP-I,25,100,100,OCC CL-2 WP-I practice question 015,OCC CL-2 WP-I topic 3 - Concept overview,OCC CL-2 WP-I topic 3 - Applied example,OCC CL-2 WP-I topic 3 - Field scenario,OCC CL-2 WP-I topic 3 - Troubleshooting step,C,1.00
OCC CL-2,WP-I,25,100,100,OCC CL-2 WP-I practice question 016,OCC CL-2 WP-I topic 4 - Concept overview,OCC CL-2 WP-I topic 4 - Applied example,OCC CL-2 WP-I topic 4 - Field scenario,OCC CL-2 WP-I topic 4 - Troubleshooting step,D,1.00
OCC CL-2,WP-I,25,100,100,OCC CL-2 WP-I practice question 017,OCC CL-2 WP-I topic 4 - Concept overview,OCC CL-2 WP-I topic 4 - Applied example,OCC CL-2 WP-I topic 4 - Field scenario,OCC CL-2 WP-I topic 4 - Troubleshooting step,A,1.00
OCC CL-2,WP-I,25,100,100,OCC CL-2 WP-I practice question 018,OCC CL-2 WP-I topic 4 - Concept overview,OCC CL-2 WP-I topic 4 - Applied example,OCC CL-2 WP-I topic 4 - Field scenario,OCC CL-2 WP-I topic 4 - Troubleshooting step,B,1.00
OCC CL-2,WP-I,25,100,100,OCC CL-2 WP-I practice question 019,OCC CL-2 WP-I topic 4 - Concept overview,OCC CL-2 WP-I topic 4 - Applied example,OCC CL-2 WP-I topic 4 - Field scenario,OCC CL-2 WP-I topic 4 - Troubleshooting step,C,1.00
OCC CL-2,WP-I,25,100,100,OCC CL-2 WP-I practice question 020,OCC CL-2 WP-I topic 4 - Concept overview,OCC CL-2 WP-I topic 4 - Applied example,OCC CL-2 WP-I topic 4 - Field scenario,OCC CL-2 WP-I topic 4 - Troubleshooting step,D,1.00
OCC CL-2,WP-I,25,100,100,OCC CL-2 WP-I practice question 021,OCC CL-2 WP-I topic 5 - Concept overview,OCC CL-2 WP-I topic 5 - Applied example,OCC CL-2 WP-I topic 5 - Field scenario,OCC CL-2 WP-I topic 5 - Troubleshooting step,A,1.00
OCC CL-2,WP-I,25,100,100,OCC CL-2 WP-I practice question 022,OCC CL-2 WP-I topic 5 - Concept overview,OCC CL-2 WP-I topic 5 - Applied example,OCC CL-2 WP-I topic 5 - Field scenario,OCC CL-2 WP-I topic 5 - Troubleshooting step,B,1.00
OCC CL-2,WP-I,25,100,100,OCC CL-2 WP-I practice question 023,OCC CL-2 WP-I topic 5 - Concept overview,OCC CL-2 WP-I topic 5 - Applied example,OCC CL-2 WP-I topic 5 - Field scenario,OCC CL-2 WP-I topic 5 - Troubleshooting step,C,1.00
OCC CL-2,WP-I,25,100,100,OCC CL-2 WP-I practice question 024,OCC CL-2 WP-I topic 5 - Concept overview,OCC CL-2 WP-I topic 5 - Applied example,OCC CL-2 WP-I topic 5 - Field scenario,OCC CL-2 WP-I topic 5 - Troubleshooting step,D,1.00
OCC CL-2,WP-I,25,100,100,OCC CL-2 WP-I practice question 025,OCC CL-2 WP-I topic 5 - Concept overview,OCC CL-2 WP-I topic 5 - Applied example,OCC CL-2 WP-I topic 5 - Field scenario,OCC CL-2 WP-I topic 5 - Troubleshooting step,A,1.00
OCC CL-2,WP-I,25,100,100,OCC CL-2 WP-I practice question 026,OCC CL-2 WP-I topic 6 - Concept overview,OCC CL-2 WP-I topic 6 - Applied example,OCC CL-2 WP-I topic 6 - Field scenario,OCC CL-2 WP-I topic 6 - Troubleshooting step,B,1.00
OCC CL-2,WP-I,25,100,100,OCC CL-2 WP-I practice question 027,OCC CL-2 WP-I topic 6 - Concept overview,OCC CL-2 WP-I topic 6 - Applied example,OCC CL-2 WP-I topic 6 - Field scenario,OCC CL-2 WP-I topic 6 - Troubleshooting step,C,1.00
OCC CL-2,WP-I,25,100,100,OCC CL-2 WP-I practice question 028,OCC CL-2 WP-I topic 6 - Concept overview,OCC CL-2 WP-I topic 6 - Applied example,OCC CL-2 WP-I topic 6 - Field scenario,OCC CL-2 WP-I topic 6 - Troubleshooting step,D,1.00
OCC CL-2,WP-I,25,100,100,OCC CL-2 WP-I practice question 029,OCC CL-2 WP-I topic 6 - Concept overview,OCC CL-2 WP-I topic 6 - Applied example,OCC CL-2 WP-I topic 6 - Field scenario,OCC CL-2 WP-I topic 6 - Troubleshooting step,A,1.00
OCC CL-2,WP-I,25,100,100,OCC CL-2 WP-I practice question 030,OCC CL-2 WP-I topic 6 - Concept overview,OCC CL-2 WP-I topic 6 - Applied example,OCC CL-2 WP-I topic 6 - Field scenario,OCC CL-2 WP-I topic 6 - Troubleshooting step,B,1.00
OCC CL-2,WP-I,25,100,100,OCC CL-2 WP-I practice question 031,OCC CL-2 WP-I topic 7 - Concept overview,OCC CL-2 WP-I topic 7 - Applied example,OCC CL-2 WP-I topic 7 - Field scenario,OCC CL-2 WP-I topic 7 - Troubleshooting step,C,1.00
OCC CL-2,WP-I,25,100,100,OCC CL-2 WP-I practice question 032,OCC CL-2 WP-I topic 7 - Concept overview,OCC CL-2 WP-I topic 7 - Applied example,OCC CL-2 WP-I topic 7 - Field scenario,OCC CL-2 WP-I topic 7 - Troubleshooting step,D,1.00
OCC CL-2,WP-I,25,100,100,OCC CL-2 WP-I practice question 033,OCC CL-2 WP-I topic 7 - Concept overview,OCC CL-2 WP-I topic 7 - Applied example,OCC CL-2 WP-I topic 7 - Field scenario,OCC CL-2 WP-I topic 7 - Troubleshooting step,A,1.00
OCC CL-2,WP-I,25,100,100,OCC CL-2 WP-I practice question 034,OCC CL-2 WP-I topic 7 - Concept overview,OCC CL-2 WP-I topic 7 - Applied example,OCC CL-2 WP-I topic 7 - Field scenario,OCC CL-2 WP-I topic 7 - Troubleshooting step,B,1.00
OCC CL-2,WP-I,25,100,100,OCC CL-2 WP-I practice question 035,OCC CL-2 WP-I topic 7 - Concept overview,OCC CL-2 WP-I topic 7 - Applied example,OCC CL-2 WP-I topic 7 - Field scenario,OCC CL-2 WP-I topic 7 - Troubleshooting step,C,1.00
OCC CL-2,WP-I,25,100,100,OCC CL-2 WP-I practice question 036,OCC CL-2 WP-I topic 8 - Concept overview,OCC CL-2 WP-I topic 8 - Applied example,OCC CL-2 WP-I topic 8 - Field scenario,OCC CL-2 WP-I topic 8 - Troubleshooting step,D,1.00
OCC CL-2,WP-I,25,100,100,OCC CL-2 WP-I practice question 037,OCC CL-2 WP-I topic 8 - Concept overview,OCC CL-2 WP-I topic 8 - Applied example,OCC CL-2 WP-I topic 8 - Field scenario,OCC CL-2 WP-I topic 8 - Troubleshooting step,A,1.00
OCC CL-2,WP-I,25,100,100,OCC CL-2 WP-I practice question 038,OCC CL-2 WP-I topic 8 - Concept overview,OCC CL-2 WP-I topic 8 - Applied example,OCC CL-2 WP-I topic 8 - Field scenario,OCC CL-2 WP-I topic 8 - Troubleshooting step,B,1.00
OCC CL-2,WP-I,25,100,100,OCC CL-2 WP-I practice question 039,OCC CL-2 WP-I topic 8 - Concept overview,OCC CL-2 WP-I topic 8 - Applied example,OCC CL-2 WP-I topic 8 - Field scenario,OCC CL-2 WP-I topic 8 - Troubleshooting step,C,1.00
OCC CL-2,WP-I,25,100,100,OCC CL-2 WP-I practice question 040,OCC CL-2 WP-I topic 8 - Concept overview,OCC CL-2 WP-I topic 8 - Applied example,OCC CL-2 WP-I topic 8 - Field scenario,OCC CL-2 WP-I topic 8 - Troubleshooting step,D,1.00
OCC CL-2,WP-II,25,100,100,OCC CL-2 WP-II practice question 001,OCC CL-2 WP-II topic 1 - Concept overview,OCC CL-2 WP-II topic 1 - Applied example,OCC CL-2 WP-II topic 1 - Field scenario,OCC CL-2 WP-II topic 1 - Troubleshooting step,A,1.00
OCC CL-2,WP-II,25,100,100,OCC CL-2 WP-II practice question 002,OCC CL-2 WP-II topic 1 - Concept overview,OCC CL-2 WP-II topic 1 - Applied example,OCC CL-2 WP-II topic 1 - Field scenario,OCC CL-2 WP-II topic 1 - Troubleshooting step,B,1.00
OCC CL-2,WP-II,25,100,100,OCC CL-2 WP-II practice question 003,OCC CL-2 WP-II topic 1 - Concept overview,OCC CL-2 WP-II topic 1 - Applied example,OCC CL-2 WP-II topic 1 - Field scenario,OCC CL-2 WP-II topic 1 - Troubleshooting step,C,1.00
OCC CL-2,WP-II,25,100,100,OCC CL-2 WP-II practice question 004,OCC CL-2 WP-II topic 1 - Concept overview,OCC CL-2 WP-II topic 1 - Applied example,OCC CL-2 WP-II topic 1 - Field scenario,OCC CL-2 WP-II topic 1 - Troubleshooting step,D,1.00
OCC CL-2,WP-II,25,100,100,OCC CL-2 WP-II practice question 005,OCC CL-2 WP-II topic 1 - Concept overview,OCC CL-2 WP-II topic 1 - Applied example,OCC CL-2 WP-II topic 1 - Field scenario,OCC CL-2 WP-II topic 1 - Troubleshooting step,A,1.00
OCC CL-2,WP-II,25,100,100,OCC CL-2 WP-II practice question 006,OCC CL-2 WP-II topic 2 - Concept overview,OCC CL-2 WP-II topic 2 - Applied example,OCC CL-2 WP-II topic 2 - Field scenario,OCC CL-2 WP-II topic 2 - Troubleshooting step,B,1.00
OCC CL-2,WP-II,25,100,100,OCC CL-2 WP-II practice question 007,OCC CL-2 WP-II topic 2 - Concept overview,OCC CL-2 WP-II topic 2 - Applied example,OCC CL-2 WP-II topic 2 - Field scenario,OCC CL-2 WP-II topic 2 - Troubleshooting step,C,1.00
OCC CL-2,WP-II,25,100,100,OCC CL-2 WP-II practice question 008,OCC CL-2 WP-II topic 2 - Concept overview,OCC CL-2 WP-II topic 2 - Applied example,OCC CL-2 WP-II topic 2 - Field scenario,OCC CL-2 WP-II topic 2 - Troubleshooting step,D,1.00
OCC CL-2,WP-II,25,100,100,OCC CL-2 WP-II practice question 009,OCC CL-2 WP-II topic 2 - Concept overview,OCC CL-2 WP-II topic 2 - Applied example,OCC CL-2 WP-II topic 2 - Field scenario,OCC CL-2 WP-II topic 2 - Troubleshooting step,A,1.00
OCC CL-2,WP-II,25,100,100,OCC CL-2 WP-II practice question 010,OCC CL-2 WP-II topic 2 - Concept overview,OCC CL-2 WP-II topic 2 - Applied example,OCC CL-2 WP-II topic 2 - Field scenario,OCC CL-2 WP-II topic 2 - Troubleshooting step,B,1.00
OCC CL-2,WP-II,25,100,100,OCC CL-2 WP-II practice question 011,OCC CL-2 WP-II topic 3 - Concept overview,OCC CL-2 WP-II topic 3 - Applied example,OCC CL-2 WP-II topic 3 - Field scenario,OCC CL-2 WP-II topic 3 - Troubleshooting step,C,1.00
OCC CL-2,WP-II,25,100,100,OCC CL-2 WP-II practice question 012,OCC CL-2 WP-II topic 3 - Concept overview,OCC CL-2 WP-II topic 3 - Applied example,OCC CL-2 WP-II topic 3 - Field scenario,OCC CL-2 WP-II topic 3 - Troubleshooting step,D,1.00
OCC CL-2,WP-II,25,100,100,OCC CL-2 WP-II practice question 013,OCC CL-2 WP-II topic 3 - Concept overview,OCC CL-2 WP-II topic 3 - Applied example,OCC CL-2 WP-II topic 3 - Field scenario,OCC CL-2 WP-II topic 3 - Troubleshooting step,A,1.00
OCC CL-2,WP-II,25,100,100,OCC CL-2 WP-II practice question 014,OCC CL-2 WP-II topic 3 - Concept overview,OCC CL-2 WP-II topic 3 - Applied example,OCC CL-2 WP-II topic 3 - Field scenario,OCC CL-2 WP-II topic 3 - Troubleshooting step,B,1.00
OCC CL-2,WP-II,25,100,100,OCC CL-2 WP-II practice question 015,OCC CL-2 WP-II topic 3 - Concept overview,OCC CL-2 WP-II topic 3 - Applied example,OCC CL-2 WP-II topic 3 - Field scenario,OCC CL-2 WP-II topic 3 - Troubleshooting step,C,1.00
OCC CL-2,WP-II,25,100,100,OCC CL-2 WP-II practice question 016,OCC CL-2 WP-II topic 4 - Concept overview,OCC CL-2 WP-II topic 4 - Applied example,OCC CL-2 WP-II topic 4 - Field scenario,OCC CL-2 WP-II topic 4 - Troubleshooting step,D,1.00
OCC CL-2,WP-II,25,100,100,OCC CL-2 WP-II practice question 017,OCC CL-2 WP-II topic 4 - Concept overview,OCC CL-2 WP-II topic 4 - Applied example,OCC CL-2 WP-II topic 4 - Field scenario,OCC CL-2 WP-II topic 4 - Troubleshooting step,A,1.00
OCC CL-2,WP-II,25,100,100,OCC CL-2 WP-II practice question 018,OCC CL-2 WP-II topic 4 - Concept overview,OCC CL-2 WP-II topic 4 - Applied example,OCC CL-2 WP-II topic 4 - Field scenario,OCC CL-2 WP-II topic 4 - Troubleshooting step,B,1.00
OCC CL-2,WP-II,25,100,100,OCC CL-2 WP-II practice question 019,OCC CL-2 WP-II topic 4 - Concept overview,OCC CL-2 WP-II topic 4 - Applied example,OCC CL-2 WP-II topic 4 - Field scenario,OCC CL-2 WP-II topic 4 - Troubleshooting step,C,1.00
OCC CL-2,WP-II,25,100,100,OCC CL-2 WP-II practice question 020,OCC CL-2 WP-II topic 4 - Concept overview,OCC CL-2 WP-II topic 4 - Applied example,OCC CL-2 WP-II topic 4 - Field scenario,OCC CL-2 WP-II topic 4 - Troubleshooting step,D,1.00
OCC CL-2,WP-II,25,100,100,OCC CL-2 WP-II practice question 021,OCC CL-2 WP-II topic 5 - Concept overview,OCC CL-2 WP-II topic 5 - Applied example,OCC CL-2 WP-II topic 5 - Field scenario,OCC CL-2 WP-II topic 5 - Troubleshooting step,A,1.00
OCC CL-2,WP-II,25,100,100,OCC CL-2 WP-II practice question 022,OCC CL-2 WP-II topic 5 - Concept overview,OCC CL-2 WP-II topic 5 - Applied example,OCC CL-2 WP-II topic 5 - Field scenario,OCC CL-2 WP-II topic 5 - Troubleshooting step,B,1.00
OCC CL-2,WP-II,25,100,100,OCC CL-2 WP-II practice question 023,OCC CL-2 WP-II topic 5 - Concept overview,OCC CL-2 WP-II topic 5 - Applied example,OCC CL-2 WP-II topic 5 - Field scenario,OCC CL-2 WP-II topic 5 - Troubleshooting step,C,1.00
OCC CL-2,WP-II,25,100,100,OCC CL-2 WP-II practice question 024,OCC CL-2 WP-II topic 5 - Concept overview,OCC CL-2 WP-II topic 5 - Applied example,OCC CL-2 WP-II topic 5 - Field scenario,OCC CL-2 WP-II topic 5 - Troubleshooting step,D,1.00
OCC CL-2,WP-II,25,100,100,OCC CL-2 WP-II practice question 025,OCC CL-2 WP-II topic 5 - Concept overview,OCC CL-2 WP-II topic 5 - Applied example,OCC CL-2 WP-II topic 5 - Field scenario,OCC CL-2 WP-II topic 5 - Troubleshooting step,A,1.00
OCC CL-2,WP-II,25,100,100,OCC CL-2 WP-II practice question 026,OCC CL-2 WP-II topic 6 - Concept overview,OCC CL-2 WP-II topic 6 - Applied example,OCC CL-2 WP-II topic 6 - Field scenario,OCC CL-2 WP-II topic 6 - Troubleshooting step,B,1.00
OCC CL-2,WP-II,25,100,100,OCC CL-2 WP-II practice question 027,OCC CL-2 WP-II topic 6 - Concept overview,OCC CL-2 WP-II topic 6 - Applied example,OCC CL-2 WP-II topic 6 - Field scenario,OCC CL-2 WP-II topic 6 - Troubleshooting step,C,1.00
OCC CL-2,WP-II,25,100,100,OCC CL-2 WP-II practice question 028,OCC CL-2 WP-II topic 6 - Concept overview,OCC CL-2 WP-II topic 6 - Applied example,OCC CL-2 WP-II topic 6 - Field scenario,OCC CL-2 WP-II topic 6 - Troubleshooting step,D,1.00
OCC CL-2,WP-II,25,100,100,OCC CL-2 WP-II practice question 029,OCC CL-2 WP-II topic 6 - Concept overview,OCC CL-2 WP-II topic 6 - Applied example,OCC CL-2 WP-II topic 6 - Field scenario,OCC CL-2 WP-II topic 6 - Troubleshooting step,A,1.00
OCC CL-2,WP-II,25,100,100,OCC CL-2 WP-II practice question 030,OCC CL-2 WP-II topic 6 - Concept overview,OCC CL-2 WP-II topic 6 - Applied example,OCC CL-2 WP-II topic 6 - Field scenario,OCC CL-2 WP-II topic 6 - Troubleshooting step,B,1.00
OCC CL-2,WP-II,25,100,100,OCC CL-2 WP-II practice question 031,OCC CL-2 WP-II topic 7 - Concept overview,OCC CL-2 WP-II topic 7 - Applied example,OCC CL-2 WP-II topic 7 - Field scenario,OCC CL-2 WP-II topic 7 - Troubleshooting step,C,1.00
OCC CL-2,WP-II,25,100,100,OCC CL-2 WP-II practice question 032,OCC CL-2 WP-II topic 7 - Concept overview,OCC CL-2 WP-II topic 7 - Applied example,OCC CL-2 WP-II topic 7 - Field scenario,OCC CL-2 WP-II topic 7 - Troubleshooting step,D,1.00
OCC CL-2,WP-II,25,100,100,OCC CL-2 WP-II practice question 033,OCC CL-2 WP-II topic 7 - Concept overview,OCC CL-2 WP-II topic 7 - Applied example,OCC CL-2 WP-II topic 7 - Field scenario,OCC CL-2 WP-II topic 7 - Troubleshooting step,A,1.00
OCC CL-2,WP-II,25,100,100,OCC CL-2 WP-II practice question 034,OCC CL-2 WP-II topic 7 - Concept overview,OCC CL-2 WP-II topic 7 - Applied example,OCC CL-2 WP-II topic 7 - Field scenario,OCC CL-2 WP-II topic 7 - Troubleshooting step,B,1.00
OCC CL-2,WP-II,25,100,100,OCC CL-2 WP-II practice question 035,OCC CL-2 WP-II topic 7 - Concept overview,OCC CL-2 WP-II topic 7 - Applied example,OCC CL-2 WP-II topic 7 - Field scenario,OCC CL-2 WP-II topic 7 - Troubleshooting step,C,1.00
OCC CL-2,WP-II,25,100,100,OCC CL-2 WP-II practice question 036,OCC CL-2 WP-II topic 8 - Concept overview,OCC CL-2 WP-II topic 8 - Applied example,OCC CL-2 WP-II topic 8 - Field scenario,OCC CL-2 WP-II topic 8 - Troubleshooting step,D,1.00
OCC CL-2,WP-II,25,100,100,OCC CL-2 WP-II practice question 037,OCC CL-2 WP-II topic 8 - Concept overview,OCC CL-2 WP-II topic 8 - Applied example,OCC CL-2 WP-II topic 8 - Field scenario,OCC CL-2 WP-II topic 8 - Troubleshooting step,A,1.00
OCC CL-2,WP-II,25,100,100,OCC CL-2 WP-II practice question 038,OCC CL-2 WP-II topic 8 - Concept overview,OCC CL-2 WP-II topic 8 - Applied example,OCC CL-2 WP-II topic 8 - Field scenario,OCC CL-2 WP-II topic 8 - Troubleshooting step,B,1.00
OCC CL-2,WP-II,25,100,100,OCC CL-2 WP-II practice question 039,OCC CL-2 WP-II topic 8 - Concept overview,OCC CL-2 WP-II topic 8 - Applied example,OCC CL-2 WP-II topic 8 - Field scenario,OCC CL-2 WP-II topic 8 - Troubleshooting step,C,1.00
OCC CL-2,WP-II,25,100,100,OCC CL-2 WP-II practice question 040,OCC CL-2 WP-II topic 8 - Concept overview,OCC CL-2 WP-II topic 8 - Applied example,OCC CL-2 WP-II topic 8 - Field scenario,OCC CL-2 WP-II topic 8 - Troubleshooting step,D,1.00